,0
5807,NN NN VBN
5808,NN NN VBP
5809,NN NN VBZ
5810,NN NN WDT
5811,NN NN WP
5812,NN NN WRB
5813,NN NNP
5814,NN NNP CC
5815,NN NNP DT
5816,NN NNP IN
5817,NN NNP JJ
5819,NN NNP NN
5820,NN NNP NNP
5822,NN NNP NNS
5823,NN NNP PRP
5824,NN NNP RB
5825,NN NNP TO
5826,NN NNP VB
5827,NN NNP VBD
5829,NN NNP VBP
5830,NN NNP VBZ
5831,NN NNP WP
5832,NN NNP WRB
5833,NN NNPS
5834,NN NNS
5835,NN NNS CC
5836,NN NNS DT
5837,NN NNS IN
5838,NN NNS JJ
5840,NN NNS NN
5841,NN NNS NNP
5842,NN NNS NNS
5843,NN NNS PRP
5844,NN NNS RB
5846,NN NNS RP
5847,NN NNS TO
5848,NN NNS VB
5849,NN NNS VBD
5850,NN NNS VBG
5851,NN NNS VBN
5852,NN NNS VBP
5853,NN NNS VBZ
5854,NN NNS WDT
5856,NN NNS WRB
5857,NN PDT
5858,NN PDT DT
5859,NN PRP
5861,NN PRP DT
5862,NN PRP IN
5863,NN PRP JJ
5864,NN PRP JJR
5865,NN PRP MD
5866,NN PRP NN
5867,NN PRP NNP
5868,NN PRP NNS
5869,NN PRP PRP
5870,NN PRP RB
5871,NN PRP RP
5872,NN PRP TO
5873,NN PRP VB
5874,NN PRP VBD
5875,NN PRP VBG
5876,NN PRP VBN
5877,NN PRP VBP
5878,NN PRP VBZ
5879,NN RB
5880,NN RB CC
5881,NN RB DT
5882,NN RB IN
5883,NN RB JJ
5885,NN RB NN
5886,NN RB NNP
5887,NN RB NNS
5888,NN RB PRP
5889,NN RB RB
5890,NN RB TO
5891,NN RB VB
5892,NN RB VBD
5893,NN RB VBG
5894,NN RB VBN
5895,NN RB VBP
5896,NN RB VBZ
5897,NN RB WRB
5898,NN RBR
5900,NN RBR JJ
5903,NN RBS
5904,NN RP
5905,NN RP DT
5906,NN RP IN
5907,NN RP NN
5908,NN RP PRP
5910,NN TO
5911,NN TO DT
5912,NN TO JJ
5913,NN TO NN
5914,NN TO NNP
5916,NN TO PRP
5917,NN TO RB
5918,NN TO VB
5919,NN TO VBG
5920,NN UH
5922,NN UH NN
5923,NN VB
5924,NN VB DT
5925,NN VB IN
5926,NN VB JJ
5927,NN VB NN
5928,NN VB NNP
5930,NN VB PRP
5931,NN VB RB
5932,NN VB RP
5933,NN VB TO
5934,NN VB VB
5935,NN VB VBG
5936,NN VB VBN
5937,NN VB WP
5939,NN VBD
5940,NN VBD CC
5941,NN VBD CD
5942,NN VBD DT
5943,NN VBD IN
5944,NN VBD JJ
5945,NN VBD NN
5946,NN VBD NNP
5947,NN VBD NNS
5948,NN VBD PRP
5949,NN VBD RB
5950,NN VBD RP
5951,NN VBD TO
5952,NN VBD VB
5954,NN VBD VBG
5955,NN VBD VBN
5956,NN VBD WP
5958,NN VBG
5959,NN VBG DT
5960,NN VBG IN
5961,NN VBG JJ
5962,NN VBG NN
5963,NN VBG NNP
5964,NN VBG NNS
5965,NN VBG PRP
5966,NN VBG RB
5967,NN VBG RP
5968,NN VBG TO
5969,NN VBG VBD
5970,NN VBG VBG
5972,NN VBN
5973,NN VBN CC
5975,NN VBN IN
5976,NN VBN JJ
5977,NN VBN NN
5978,NN VBN NNP
5979,NN VBN NNS
5980,NN VBN PRP
5982,NN VBN RP
5983,NN VBN TO
5984,NN VBN VB
5985,NN VBP
5986,NN VBP DT
5987,NN VBP IN
5988,NN VBP JJ
5989,NN VBP NN
5990,NN VBP NNP
5991,NN VBP NNS
5992,NN VBP PRP
5993,NN VBP RB
5994,NN VBP RP
5996,NN VBP VB
5997,NN VBP VBG
5998,NN VBP VBN
6001,NN VBP WP
6002,NN VBP WRB
6003,NN VBZ
6004,NN VBZ CC
6006,NN VBZ DT
6007,NN VBZ IN
6008,NN VBZ JJ
6009,NN VBZ JJR
6010,NN VBZ NN
6011,NN VBZ NNP
6012,NN VBZ NNS
6013,NN VBZ PRP
6014,NN VBZ RB
6015,NN VBZ RP
6016,NN VBZ TO
6017,NN VBZ VB
6018,NN VBZ VBG
6019,NN VBZ VBN
6020,NN VBZ VBP
6021,NN VBZ WP
6022,NN VBZ WRB
6023,NN WDT
6024,NN WDT JJ
6026,NN WDT NN
6028,NN WDT RB
6029,NN WDT VBD
6030,NN WDT VBP
6031,NN WDT VBZ
6032,NN WP
6033,NN WP DT
6034,NN WP JJ
6035,NN WP MD
6036,NN WP NN
6037,NN WP PRP
6038,NN WP RB
6039,NN WP VBD
6040,NN WP VBP
6041,NN WP VBZ
6042,NN WRB
6043,NN WRB DT
6044,NN WRB JJ
6046,NN WRB NN
6047,NN WRB NNP
6048,NN WRB NNS
6049,NN WRB PRP
6052,NNP
6053,NNP CC
6054,NNP CC DT
6055,NNP CC IN
6056,NNP CC JJ
6057,NNP CC NN
6058,NNP CC NNP
6059,NNP CC NNS
6060,NNP CC PRP
6061,NNP CC RB
6062,NNP CC VB
6063,NNP CC VBD
6064,NNP CC VBG
6065,NNP CC VBP
6066,NNP CD
6067,NNP CD IN
6069,NNP DT
6070,NNP DT IN
6071,NNP DT JJ
6072,NNP DT NN
6073,NNP DT NNP
6074,NNP DT NNS
6075,NNP DT PRP
6076,NNP DT RB
6077,NNP DT VBD
6078,NNP DT VBP
6079,NNP DT VBZ
6080,NNP EX
6081,NNP EX VBZ
6082,NNP FW
6083,NNP FW NN
6084,NNP FW NNP
6085,NNP IN
6087,NNP IN DT
6088,NNP IN IN
6089,NNP IN JJ
6090,NNP IN NN
6091,NNP IN NNP
6092,NNP IN NNS
6093,NNP IN PRP
6094,NNP IN RB
6095,NNP IN TO
6096,NNP IN VBD
6097,NNP IN VBG
6098,NNP IN WRB
6099,NNP JJ
6100,NNP JJ IN
6101,NNP JJ JJ
6102,NNP JJ NN
6103,NNP JJ NNP
6104,NNP JJ NNS
6106,NNP JJ RB
6107,NNP JJ VB
6108,NNP JJ VBD
6109,NNP JJ VBP
6110,NNP JJR
6111,NNP JJS
6112,NNP JJS IN
6113,NNP JJS NN
6114,NNP MD
6115,NNP MD PRP
6117,NNP MD VB
6118,NNP NN
6119,NNP NN CC
6120,NNP NN DT
6121,NNP NN IN
6122,NNP NN JJ
6123,NNP NN MD
6124,NNP NN NN
6125,NNP NN NNP
6126,NNP NN NNS
6127,NNP NN PRP
6128,NNP NN RB
6130,NNP NN TO
6131,NNP NN VB
6132,NNP NN VBD
6133,NNP NN VBG
6134,NNP NN VBN
6135,NNP NN VBP
6136,NNP NN VBZ
6137,NNP NN WDT
6138,NNP NN WP
6139,NNP NN WRB
6140,NNP NNP
6141,NNP NNP CC
6143,NNP NNP DT
6145,NNP NNP IN
6146,NNP NNP JJ
6147,NNP NNP MD
6148,NNP NNP NN
6149,NNP NNP NNP
6150,NNP NNP NNPS
6151,NNP NNP NNS
6152,NNP NNP PDT
6153,NNP NNP PRP
6154,NNP NNP RB
6155,NNP NNP RP
6156,NNP NNP TO
6157,NNP NNP VB
6158,NNP NNP VBD
6159,NNP NNP VBG
6160,NNP NNP VBN
6161,NNP NNP VBP
6162,NNP NNP VBZ
6163,NNP NNP WDT
6164,NNP NNP WP
6165,NNP NNP WRB
6166,NNP NNPS
6168,NNP NNPS NNP
6169,NNP NNPS VBP
6170,NNP NNS
6171,NNP NNS CC
6172,NNP NNS DT
6173,NNP NNS IN
6174,NNP NNS JJ
6175,NNP NNS MD
6176,NNP NNS NN
6177,NNP NNS NNP
6178,NNP NNS NNS
6180,NNP NNS RB
6181,NNP NNS TO
6182,NNP NNS VB
6183,NNP NNS VBD
6184,NNP NNS VBG
6185,NNP NNS VBP
6186,NNP NNS VBZ
6187,NNP NNS WP
6188,NNP PDT
6189,NNP PDT DT
6190,NNP POS
6191,NNP PRP
6193,NNP PRP DT
6194,NNP PRP IN
6195,NNP PRP JJ
6196,NNP PRP MD
6197,NNP PRP NN
6198,NNP PRP NNP
6199,NNP PRP NNS
6200,NNP PRP PRP
6201,NNP PRP RB
6202,NNP PRP VB
6203,NNP PRP VBD
6204,NNP PRP VBG
6205,NNP PRP VBN
6206,NNP PRP VBP
6209,NNP RB
6210,NNP RB CC
6211,NNP RB DT
6212,NNP RB IN
6213,NNP RB JJ
6214,NNP RB NN
6215,NNP RB NNP
6216,NNP RB NNS
6217,NNP RB PRP
6218,NNP RB RB
6219,NNP RB TO
6220,NNP RB VB
6222,NNP RB VBG
6223,NNP RB VBP
6224,NNP RB VBZ
6225,NNP RB WRB
6226,NNP RP
6227,NNP RP IN
6228,NNP RP NN
6229,NNP RP NNP
6230,NNP TO
6231,NNP TO DT
6232,NNP TO NNP
6233,NNP TO PRP
6234,NNP TO VB
6235,NNP VB
6236,NNP VB DT
6237,NNP VB IN
6238,NNP VB JJ
6239,NNP VB NN
6240,NNP VB NNP
6241,NNP VB NNS
6242,NNP VB PRP
6243,NNP VB RB
6244,NNP VB VBG
6245,NNP VB VBN
6246,NNP VB WRB
6247,NNP VBD
6249,NNP VBD CD
6250,NNP VBD DT
6251,NNP VBD IN
6252,NNP VBD JJ
6253,NNP VBD NN
6254,NNP VBD NNP
6255,NNP VBD NNS
6256,NNP VBD PRP
6257,NNP VBD RB
6258,NNP VBD RP
6260,NNP VBD VB
6261,NNP VBD VBG
6262,NNP VBD VBN
6263,NNP VBD WRB
6264,NNP VBG
6265,NNP VBG DT
6266,NNP VBG IN
6267,NNP VBG JJ
6268,NNP VBG NN
6269,NNP VBG NNP
6270,NNP VBG NNS
6271,NNP VBG PRP
6273,NNP VBG RP
6274,NNP VBG TO
6275,NNP VBN
6277,NNP VBN NN
6278,NNP VBP
6279,NNP VBP DT
6280,NNP VBP IN
6281,NNP VBP JJ
6282,NNP VBP NN
6283,NNP VBP NNP
6284,NNP VBP NNS
6285,NNP VBP PRP
6286,NNP VBP RB
6287,NNP VBP RP
6288,NNP VBP TO
6289,NNP VBP VB
6290,NNP VBP VBG
6291,NNP VBP VBN
6292,NNP VBZ
6293,NNP VBZ CD
6294,NNP VBZ DT
6295,NNP VBZ IN
6296,NNP VBZ JJ
6297,NNP VBZ JJR
6298,NNP VBZ NN
6299,NNP VBZ NNP
6300,NNP VBZ NNS
6301,NNP VBZ PRP
6302,NNP VBZ RB
6303,NNP VBZ RP
6304,NNP VBZ TO
6305,NNP VBZ VB
6306,NNP VBZ VBG
6307,NNP VBZ VBN
6308,NNP VBZ VBP
6309,NNP VBZ VBZ
6310,NNP VBZ WP
6311,NNP VBZ WRB
6312,NNP WDT
6313,NNP WDT NN
6314,NNP WDT VBD
6315,NNP WDT VBP
6316,NNP WDT VBZ
6317,NNP WP
6318,NNP WP DT
6321,NNP WP NNP
6322,NNP WP PRP
6323,NNP WP RB
6324,NNP WP VBD
6325,NNP WP VBP
6326,NNP WP VBZ
6327,NNP WRB
6328,NNP WRB DT
6329,NNP WRB JJ
6330,NNP WRB MD
6331,NNP WRB NN
6332,NNP WRB NNP
6334,NNP WRB PRP
6335,NNP WRB RB
6336,NNP WRB VBP
6337,NNP WRB VBZ
6338,NNPS
6339,NNPS CC
6340,NNPS IN
6341,NNPS NN
6342,NNPS NNP
6343,NNPS NNP NNP
6344,NNPS NNS
6347,NNPS VBD
6348,NNPS VBP
6349,NNS
6350,NNS CC
6351,NNS CC DT
6352,NNS CC IN
6353,NNS CC JJ
6354,NNS CC NN
6355,NNS CC NNP
6356,NNS CC NNS
6357,NNS CC PRP
6358,NNS CC RB
6359,NNS CC VB
6360,NNS CC VBD
6361,NNS CC VBG
6362,NNS CC VBP
6363,NNS CC VBZ
6365,NNS CD
6366,NNS DT
6367,NNS DT IN
6368,NNS DT JJ
6369,NNS DT NN
6370,NNS DT NNS
6373,NNS FW
6374,NNS IN
6375,NNS IN CD
6376,NNS IN DT
6377,NNS IN IN
6378,NNS IN JJ
6379,NNS IN NN
6380,NNS IN NNP
6381,NNS IN NNS
6382,NNS IN PRP
6383,NNS IN RB
6384,NNS IN TO
6385,NNS IN VBG
6386,NNS IN VBP
6387,NNS IN WP
6388,NNS IN WRB
6389,NNS JJ
6390,NNS JJ CC
6391,NNS JJ IN
6392,NNS JJ JJ
6393,NNS JJ NN
6394,NNS JJ NNP
6395,NNS JJ NNS
6398,NNS JJ VBP
6401,NNS MD
6402,NNS MD PRP
6403,NNS MD RB
6404,NNS MD VB
6405,NNS NN
6406,NNS NN CC
6407,NNS NN DT
6408,NNS NN IN
6409,NNS NN JJ
6410,NNS NN NN
6411,NNS NN NNP
6412,NNS NN NNS
6413,NNS NN PRP
6415,NNS NN TO
6417,NNS NN VBP
6418,NNS NN VBZ
6419,NNS NNP
6421,NNS NNP DT
6422,NNS NNP IN
6423,NNS NNP JJ
6424,NNS NNP NN
6425,NNS NNP NNP
6427,NNS NNP PRP
6428,NNS NNP RB
6430,NNS NNP VBD
6431,NNS NNP VBG
6433,NNS NNP VBZ
6434,NNS NNS
6435,NNS NNS CC
6436,NNS NNS IN
6437,NNS NNS MD
6439,NNS NNS NNP
6440,NNS NNS NNS
6444,NNS NNS VBP
6445,NNS NNS WRB
6448,NNS PRP
6449,NNS PRP DT
6451,NNS PRP JJ
6452,NNS PRP MD
6453,NNS PRP NN
6455,NNS PRP NNS
6457,NNS PRP VBD
6458,NNS PRP VBP
6459,NNS PRP VBZ
6460,NNS RB
6461,NNS RB CC
6462,NNS RB DT
6463,NNS RB IN
6464,NNS RB JJ
6465,NNS RB MD
6466,NNS RB NN
6467,NNS RB NNP
6468,NNS RB NNS
6469,NNS RB PRP
6470,NNS RB RB
6471,NNS RB TO
6472,NNS RB VB
6473,NNS RB VBD
6475,NNS RB VBN
6476,NNS RB VBP
6477,NNS RB VBZ
6478,NNS RB WRB
6479,NNS RBR
6480,NNS RBR RB
6481,NNS RP
6482,NNS RP IN
6483,NNS RP NN
6485,NNS TO
6486,NNS TO DT
6488,NNS TO PRP
6489,NNS TO VB
6490,NNS VB
6491,NNS VB DT
6492,NNS VB IN
6493,NNS VB JJ
6495,NNS VB NNP
6496,NNS VB NNS
6497,NNS VB PRP
6499,NNS VB RP
6502,NNS VB VBG
6503,NNS VB VBN
6505,NNS VBD
6506,NNS VBD DT
6507,NNS VBD IN
6508,NNS VBD JJ
6509,NNS VBD NN
6510,NNS VBD NNP
6511,NNS VBD NNS
6512,NNS VBD PRP
6513,NNS VBD RB
6514,NNS VBD RP
6517,NNS VBD VBN
6518,NNS VBG
6519,NNS VBG DT
6520,NNS VBG IN
6521,NNS VBG JJ
6522,NNS VBG NN
6523,NNS VBG NNP
6524,NNS VBG NNS
6525,NNS VBG PRP
6526,NNS VBG RB
6529,NNS VBN
6530,NNS VBN IN
6532,NNS VBN NN
6533,NNS VBN NNS
6535,NNS VBN RB
6537,NNS VBP
6538,NNS VBP CC
6540,NNS VBP DT
6541,NNS VBP IN
6542,NNS VBP JJ
6543,NNS VBP JJR
6544,NNS VBP NN
6545,NNS VBP NNP
6546,NNS VBP NNS
6547,NNS VBP PRP
6548,NNS VBP RB
6549,NNS VBP RP
6550,NNS VBP TO
6551,NNS VBP VB
6553,NNS VBP VBG
6554,NNS VBP VBN
6555,NNS VBP VBP
6557,NNS VBP WP
6558,NNS VBP WRB
6559,NNS VBZ
6560,NNS VBZ DT
6561,NNS VBZ IN
6564,NNS VBZ PRP
6565,NNS VBZ RB
6566,NNS WDT
6567,NNS WDT MD
6569,NNS WDT VBD
6570,NNS WDT VBP
6571,NNS WP
6572,NNS WP DT
6573,NNS WP MD
6575,NNS WP VBD
6576,NNS WP VBP
6577,NNS WRB
6579,NNS WRB PRP
6580,PDT
6581,PDT DT
6582,PDT DT JJ
6583,PDT DT NN
6584,PDT DT NNP
6585,PDT DT NNS
6586,PDT DT VBG
6587,POS
6588,PRP
6589,PRP CC
6590,PRP CC DT
6591,PRP CC IN
6595,PRP CC PRP
6596,PRP CC RB
6597,PRP CC VB
6598,PRP CC VBD
6599,PRP CD
6601,PRP CD NN
6602,PRP DT
6603,PRP DT IN
6604,PRP DT JJ
6606,PRP DT NN
6607,PRP DT NNP
6608,PRP DT NNS
6609,PRP DT PRP
6611,PRP DT VBD
6612,PRP DT VBG
6613,PRP DT VBP
6614,PRP FW
6615,PRP IN
6617,PRP IN CD
6618,PRP IN DT
6619,PRP IN IN
6620,PRP IN JJ
6622,PRP IN NN
6623,PRP IN NNP
6624,PRP IN NNS
6625,PRP IN PRP
6627,PRP IN TO
6628,PRP IN VBG
6629,PRP IN VBZ
6631,PRP JJ
6632,PRP JJ CC
6634,PRP JJ IN
6635,PRP JJ JJ
6636,PRP JJ NN
6637,PRP JJ NNP
6638,PRP JJ NNS
6639,PRP JJ PRP
6640,PRP JJ RB
6641,PRP JJ TO
6642,PRP JJ VB
6643,PRP JJ VBD
6644,PRP JJ VBG
6646,PRP JJ VBZ
6647,PRP JJ WRB
6648,PRP JJR
6649,PRP JJR IN
6650,PRP JJR NN
6651,PRP JJR RB
6652,PRP JJR VB
6653,PRP JJS
6654,PRP JJS NN
6655,PRP JJS NNS
6656,PRP MD
6657,PRP MD IN
6658,PRP MD NN
6659,PRP MD RB
6660,PRP MD VB
6661,PRP NN
6662,PRP NN CC
6663,PRP NN DT
6664,PRP NN IN
6665,PRP NN JJ
6666,PRP NN MD
6667,PRP NN NN
6668,PRP NN NNP
6669,PRP NN NNS
6670,PRP NN PRP
6671,PRP NN RB
6673,PRP NN RP
6674,PRP NN TO
6676,PRP NN VB
6677,PRP NN VBD
6678,PRP NN VBG
6679,PRP NN VBN
6680,PRP NN VBP
6681,PRP NN VBZ
6682,PRP NN WP
6683,PRP NN WRB
6684,PRP NNP
6686,PRP NNP IN
6687,PRP NNP JJ
6688,PRP NNP NN
6689,PRP NNP NNP
6691,PRP NNP PRP
6692,PRP NNP RB
6693,PRP NNP VB
6695,PRP NNP VBP
6696,PRP NNP VBZ
6697,PRP NNPS
6698,PRP NNS
6699,PRP NNS CC
6700,PRP NNS DT
6701,PRP NNS IN
6702,PRP NNS JJ
6704,PRP NNS NN
6705,PRP NNS NNP
6706,PRP NNS NNS
6707,PRP NNS PRP
6708,PRP NNS RB
6709,PRP NNS RP
6710,PRP NNS TO
6711,PRP NNS VB
6712,PRP NNS VBD
6713,PRP NNS VBG
6714,PRP NNS VBN
6715,PRP NNS VBP
6716,PRP NNS VBZ
6721,PRP PRP
6723,PRP PRP JJ
6724,PRP PRP MD
6725,PRP PRP NN
6727,PRP PRP RB
6728,PRP PRP VB
6729,PRP PRP VBD
6731,PRP PRP VBP
6732,PRP PRP VBZ
6733,PRP RB
6735,PRP RB DT
6736,PRP RB IN
6737,PRP RB JJ
6738,PRP RB MD
6739,PRP RB NN
6740,PRP RB NNP
6741,PRP RB NNS
6742,PRP RB PRP
6743,PRP RB RB
6745,PRP RB VB
6746,PRP RB VBD
6747,PRP RB VBG
6748,PRP RB VBN
6749,PRP RB VBP
6750,PRP RB VBZ
6752,PRP RP
6754,PRP RP DT
6755,PRP RP IN
6756,PRP RP JJ
6758,PRP RP NNP
6759,PRP RP NNS
6760,PRP RP PRP
6761,PRP RP RB
6763,PRP TO
6764,PRP TO DT
6765,PRP TO NNP
6766,PRP TO PRP
6767,PRP TO VB
6768,PRP UH
6769,PRP VB
6770,PRP VB CC
6771,PRP VB DT
6772,PRP VB IN
6773,PRP VB JJ
6774,PRP VB NN
6775,PRP VB NNP
6776,PRP VB NNS
6777,PRP VB PRP
6778,PRP VB RB
6779,PRP VB RP
6780,PRP VB TO
6781,PRP VB VB
6782,PRP VB VBG
6783,PRP VB VBN
6784,PRP VB VBP
6786,PRP VB WRB
6787,PRP VBD
6788,PRP VBD CC
6789,PRP VBD CD
6790,PRP VBD DT
6791,PRP VBD IN
6792,PRP VBD JJ
6793,PRP VBD NN
6794,PRP VBD NNP
6795,PRP VBD NNS
6797,PRP VBD PRP
6798,PRP VBD RB
6800,PRP VBD RP
6801,PRP VBD TO
6802,PRP VBD VB
6803,PRP VBD VBD
6804,PRP VBD VBG
6805,PRP VBD VBN
6807,PRP VBD WRB
6808,PRP VBG
6809,PRP VBG DT
6810,PRP VBG IN
6811,PRP VBG JJ
6812,PRP VBG NN
6814,PRP VBG NNS
6815,PRP VBG PRP
6816,PRP VBG RB
6817,PRP VBG RP
6818,PRP VBG TO
6820,PRP VBN
6821,PRP VBN DT
6822,PRP VBN IN
6823,PRP VBN JJ
6824,PRP VBN NN
6825,PRP VBN PRP
6827,PRP VBN VBD
6828,PRP VBN VBG
6829,PRP VBN VBN
6830,PRP VBP
6831,PRP VBP CC
6833,PRP VBP DT
6835,PRP VBP IN
6836,PRP VBP JJ
6837,PRP VBP JJR
6838,PRP VBP MD
6839,PRP VBP NN
6840,PRP VBP NNP
6841,PRP VBP NNS
6842,PRP VBP PDT
6843,PRP VBP PRP
6844,PRP VBP RB
6845,PRP VBP RBR
6846,PRP VBP RP
6847,PRP VBP TO
6848,PRP VBP VB
6849,PRP VBP VBD
6850,PRP VBP VBG
6851,PRP VBP VBN
6852,PRP VBP VBP
6853,PRP VBP VBZ
6854,PRP VBP WP
6855,PRP VBP WRB
6856,PRP VBZ
6857,PRP VBZ CC
6858,PRP VBZ DT
6859,PRP VBZ IN
6860,PRP VBZ JJ
6861,PRP VBZ NN
6862,PRP VBZ NNP
6863,PRP VBZ NNS
6864,PRP VBZ PRP
6865,PRP VBZ RB
6866,PRP VBZ RP
6867,PRP VBZ TO
6868,PRP VBZ VB
6869,PRP VBZ VBD
6870,PRP VBZ VBG
6871,PRP VBZ VBN
6873,PRP VBZ VBZ
6874,PRP WDT
6876,PRP WP
6878,PRP WP PRP
6879,PRP WRB
6880,PRP WRB DT
6881,PRP WRB JJ
6882,PRP WRB PRP
6883,RB
6884,RB CC
6885,RB CC DT
6886,RB CC IN
6887,RB CC JJ
6888,RB CC NN
6891,RB CC PRP
6893,RB CC VB
6895,RB CD
6898,RB DT
6899,RB DT IN
6900,RB DT JJ
6901,RB DT JJS
6902,RB DT NN
6903,RB DT NNP
6904,RB DT NNS
6905,RB DT PRP
6906,RB DT RB
6908,RB EX
6909,RB IN
6910,RB IN DT
6911,RB IN IN
6912,RB IN JJ
6913,RB IN NN
6914,RB IN NNP
6915,RB IN NNS
6916,RB IN PRP
6920,RB IN VBP
6921,RB IN VBZ
6922,RB JJ
6923,RB JJ CC
6924,RB JJ DT
6925,RB JJ IN
6926,RB JJ JJ
6927,RB JJ MD
6928,RB JJ NN
6929,RB JJ NNP
6930,RB JJ NNS
6931,RB JJ PRP
6932,RB JJ RB
6933,RB JJ TO
6934,RB JJ VB
6935,RB JJ VBD
6936,RB JJ VBG
6938,RB JJ VBP
6939,RB JJ WRB
6940,RB JJR
6942,RB MD
6943,RB MD PRP
6944,RB MD VB
6945,RB NN
6946,RB NN CC
6947,RB NN DT
6948,RB NN IN
6949,RB NN JJ
6950,RB NN NN
6951,RB NN NNP
6952,RB NN NNS
6953,RB NN PRP
6954,RB NN RB
6955,RB NN TO
6956,RB NN VBD
6957,RB NN VBZ
6959,RB NNP
6960,RB NNP DT
6961,RB NNP IN
6962,RB NNP JJ
6963,RB NNP NN
6964,RB NNP NNP
6965,RB NNP NNS
6966,RB NNP PRP
6967,RB NNP RB
6968,RB NNP VB
6969,RB NNP VBD
6971,RB NNP VBZ
6973,RB NNS
6974,RB NNS IN
6975,RB NNS PRP
6977,RB NNS VBP
6978,RB PDT
6979,RB PDT DT
6980,RB PRP
6982,RB PRP DT
6983,RB PRP IN
6984,RB PRP JJ
6985,RB PRP MD
6986,RB PRP NN
6987,RB PRP NNS
6988,RB PRP PRP
6989,RB PRP RB
6990,RB PRP VB
6991,RB PRP VBD
6992,RB PRP VBG
6993,RB PRP VBP
6994,RB PRP VBZ
6995,RB RB
6997,RB RB DT
6998,RB RB IN
6999,RB RB JJ
7000,RB RB NN
7001,RB RB NNP
7002,RB RB NNS
7003,RB RB PRP
7004,RB RB RB
7005,RB RB TO
7006,RB RB VB
7008,RB RB VBG
7009,RB RB VBN
7010,RB RB VBP
7011,RB RB VBZ
7013,RB RBR
7014,RB RBR IN
7015,RB RBR JJ
7017,RB TO
7018,RB TO DT
7019,RB TO NN
7020,RB TO NNP
7022,RB TO VB
7023,RB UH
7024,RB VB
7025,RB VB CC
7026,RB VB CD
7027,RB VB DT
7028,RB VB IN
7029,RB VB JJ
7031,RB VB NN
7032,RB VB NNP
7033,RB VB NNS
7034,RB VB PRP
7035,RB VB RB
7036,RB VB RP
7037,RB VB TO
7038,RB VB VB
7039,RB VB VBG
7040,RB VB VBN
7041,RB VB WP
7042,RB VB WRB
7043,RB VBD
7045,RB VBD DT
7046,RB VBD IN
7047,RB VBD JJ
7048,RB VBD NN
7049,RB VBD NNP
7050,RB VBD NNS
7051,RB VBD PRP
7052,RB VBD RB
7053,RB VBD RP
7054,RB VBD TO
7055,RB VBD VB
7057,RB VBG
7058,RB VBG DT
7059,RB VBG IN
7060,RB VBG JJ
7061,RB VBG NN
7062,RB VBG NNP
7064,RB VBG PRP
7066,RB VBG RP
7067,RB VBG TO
7068,RB VBG VB
7070,RB VBN
7071,RB VBN CC
7072,RB VBN DT
7073,RB VBN IN
7074,RB VBN JJ
7075,RB VBN NN
7076,RB VBN NNP
7077,RB VBN NNS
7078,RB VBN PRP
7079,RB VBN RB
7080,RB VBN RP
7081,RB VBN TO
7083,RB VBN VBG
7084,RB VBN VBN
7085,RB VBP
7086,RB VBP DT
7087,RB VBP IN
7088,RB VBP JJ
7089,RB VBP NN
7090,RB VBP NNP
7091,RB VBP NNS
7092,RB VBP PRP
7093,RB VBP RB
7094,RB VBP RP
7095,RB VBP TO
7096,RB VBP VB
7097,RB VBP VBG
7098,RB VBP VBN
7099,RB VBP VBP
7100,RB VBP WP
7102,RB VBZ
7103,RB VBZ DT
7104,RB VBZ IN
7105,RB VBZ JJ
7106,RB VBZ NN
7107,RB VBZ NNP
7108,RB VBZ NNS
7109,RB VBZ PRP
7110,RB VBZ RB
7112,RB VBZ TO
7113,RB VBZ VB
7114,RB WP
7115,RB WP PRP
7116,RB WP VBP
7117,RB WP VBZ
7118,RB WRB
7120,RB WRB NN
7121,RB WRB PRP
7122,RBR
7123,RBR DT
7124,RBR IN
7125,RBR IN DT
7127,RBR IN RB
7128,RBR JJ
7129,RBR JJ IN
7130,RBR JJ NN
7132,RBR NN
7134,RBR NNS
7135,RBR NNS IN
7136,RBR RB
7137,RBR TO
7138,RBR VB
7139,RBS
7140,RBS JJ
7141,RBS JJ NN
7142,RBS JJ NNS
7144,RP
7145,RP CC
7147,RP CC VB
7148,RP DT
7149,RP DT JJ
7150,RP DT NN
7151,RP DT NNS
7152,RP IN
7153,RP IN DT
7154,RP IN IN
7155,RP IN JJ
7156,RP IN NN
7157,RP IN NNP
7158,RP IN NNS
7159,RP IN PRP
7161,RP IN VBG
7162,RP JJ
7163,RP JJ IN
7164,RP JJ JJ
7165,RP JJ NN
7166,RP JJ NNP
7167,RP JJ NNS
7169,RP NN
7172,RP NN IN
7173,RP NN NN
7174,RP NN NNP
7176,RP NN PRP
7177,RP NNP
7178,RP NNP NN
7179,RP NNP NNP
7180,RP NNP NNS
7181,RP NNP PRP
7182,RP NNS
7183,RP NNS IN
7185,RP PRP
7186,RP PRP JJ
7187,RP PRP NN
7189,RP PRP VBD
7190,RP PRP VBP
7191,RP RB
7192,RP RB DT
7193,RP RB IN
7194,RP RB JJ
7195,RP RB NN
7197,RP RB RB
7198,RP RB VB
7199,RP RB VBG
7200,RP RP
7201,RP TO
7203,RP TO VB
7204,RP VB
7207,RP VBG
7210,RP VBG PRP
7213,RP WRB
7215,TO
7216,TO CC
7217,TO CD
7218,TO DT
7219,TO DT IN
7220,TO DT JJ
7221,TO DT NN
7222,TO DT NNP
7223,TO DT NNS
7224,TO DT PRP
7225,TO IN
